syNorm,n,hrNorm,wNorm,hpNorm,fnNorm,ftNorm
0.00625,0.2,0.7908088888888876,6.645342222222222,0.4090266666666653,0.024683871602344008,0.036313244538398834
0.00625,0.3,0.7696622222222227,6.303706666666666,0.3423911111111111,0.0314998638843189,0.04231061589068717
0.00625,0.4,0.7359555555555541,6.002826666666666,0.26038222222222407,0.040890405298225796,0.049831631810779646
0.00625,0.5,0.6842844444444429,5.431857777777776,0.18032444444444184,0.057431047878538574,0.05584143406009284
0.0065,0.1,0.823137777777776,7.064613333333334,0.4795733333333341,0.02076938412850987,0.030261977515983415
0.0065,0.2,0.7881066666666681,6.633413333333333,0.40787111111110885,0.025071996643629992,0.03584030960686678
0.0065,0.3,0.7664933333333335,6.289662222222222,0.3395911111111105,0.032747195237631636,0.04340319641885079
0.0065,0.4,0.7316577777777766,5.991342222222222,0.2563599999999955,0.04152389509341151,0.050438639642563836
0.0065,0.5,0.6799199999999961,5.426106666666666,0.17826222222222077,0.05799751291383521,0.05618937588198668
0.00675,0.1,0.8262977777777802,7.0495111111111095,0.4774266666666671,0.020995607156590858,0.032210000505800404
0.00675,0.2,0.7854977777777772,6.62079111111111,0.40671111111111324,0.025783744144934912,0.03707216905366099
0.00675,0.3,0.7646488888888858,6.276328888888887,0.33743999999999996,0.03379991556557052,0.04427088174848007
0.00675,0.4,0.7283422222222202,5.678471111111111,0.2537777777777772,0.04709422208945254,0.052699324085833714
0.00675,0.5,0.6760222222222234,5.415679999999999,0.1737333333333324,0.059130408851141285,0.05538699729277747
0.007,0.1,0.8191111111111105,7.033048888888889,0.47433777777777575,0.021362439972483507,0.0324571030337754
0.007,0.2,0.7827288888888861,6.607999999999999,0.4050755555555541,0.026335319210993798,0.036945782154992036
0.007,0.3,0.7613066666666657,6.264248888888889,0.3349600000000019,0.03415004783418988,0.04386443490948937
0.007,0.4,0.7267377777777773,5.653920000000001,0.24849777777777637,0.04807523598100645,0.05340265967950015
0.007,0.5,0.6712266666666666,5.412302222222222,0.1736577777777759,0.05993516404310209,0.055837421222811066
0.00725,0.1,0.8155155555555549,7.016639999999999,0.4720177777777801,0.022154721259662072,0.03469974118340702
0.00725,0.2,0.7802977777777764,6.597075555555556,0.40372000000000297,0.02693038738403604,0.03815240283873353
0.00725,0.3,0.7573244444444427,6.251120000000001,0.33176444444444453,0.0345691215087455,0.04408414623743856
0.00725,0.4,0.7219155555555568,5.650222222222221,0.24977333333333407,0.048710621029456995,0.05430000640459852
0.00725,0.5,0.6681288888888881,5.400257777777778,0.1682311111111101,0.06018589432341864,0.056014679791704866
0.0075,0.1,0.8169911111111094,7.002008888888889,0.4695422222222234,0.02314176198793733,0.036027212027187
0.0075,0.2,0.7790711111111137,6.585004444444443,0.40200444444444594,0.02751951010795222,0.03852489180741131
0.0075,0.3,0.7553111111111122,6.240044444444443,0.3307199999999977,0.03502647343219789,0.043776847722580246
0.0075,0.4,0.7185866666666652,5.639893333333333,0.2472444444444455,0.04986885725195062,0.05543813039756492
0.0075,0.5,0.664244444444444,5.395208888888889,0.16680000000000028,0.06067365517369627,0.056268853485301876
0.00775,0.1,0.8129333333333344,6.984222222222223,0.4657911111111135,0.024148977739918233,0.037201957710874006
0.00775,0.2,0.7739377777777778,6.570293333333333,0.399831111111113,0.028003898986495197,0.03917559861703735
0.00775,0.3,0.7532088888888899,6.226008888888888,0.328817777777779,0.03561317729718978,0.045218077999146754
0.00775,0.4,0.7166444444444453,5.633422222222221,0.24747111111111053,0.050589950535047806,0.055402045082905436
0.00775,0.5,0.6619777777777802,5.389991111111111,0.16536444444444243,0.06130385184776561,0.05709183180945835
0.008,0.1,0.8149111111111096,6.968426666666667,0.4623777777777738,0.024836320762495246,0.03656741152783584
0.008,0.2,0.7738444444444448,6.5576888888888885,0.39795555555555584,0.02843872696826441,0.03933774583504742
0.008,0.3,0.7509555555555569,6.216097777777777,0.32703999999999844,0.03590857482596444,0.04561158694638671
0.008,0.4,0.7146000000000008,5.623288888888889,0.24529777777777761,0.050458377988397154,0.053121856185554386
0.008,0.5,0.658373333333333,5.047706666666666,0.16341777777777677,0.07006525515735632,0.05793009740351768
0.00825,0.1,0.8080355555555574,6.94072,0.4558488888888901,0.02515248824951581,0.03543063485246178
0.00825,0.2,0.7721822222222219,6.5426666666666655,0.3954711111111098,0.028524087875528244,0.039203785688443675
0.00825,0.3,0.7485555555555568,6.206373333333333,0.3259466666666677,0.0371208879590137,0.0471822808227846
0.00825,0.4,0.7114622222222211,5.617902222222223,0.24511111111110928,0.05109280320346378,0.05393264009689687
0.00825,0.5,0.6557511111111114,5.048231111111111,0.16317777777777653,0.0713435618072506,0.0587465817226188
0.0085,0.1,0.8068177777777752,6.918924444444443,0.45035555555555495,0.02498633578461268,0.038460813103913104
0.0085,0.2,0.7680222222222244,6.528426666666666,0.3932222222222226,0.029405493398290804,0.040017399028953404
0.0085,0.3,0.7453911111111111,6.196675555555555,0.3245555555555568,0.03749695022194656,0.04752360787992416
0.0085,0.4,0.7086977777777759,5.613013333333334,0.2449111111111102,0.051841139329404984,0.05572897219294889
0.0085,0.5,0.6518622222222215,5.040604444444444,0.1620888888888916,0.07151483403765944,0.057879398997792514
0.00875,0.1,0.801897777777778,6.891084444444445,0.4438266666666668,0.02748189879858779,0.038709574269213974
0.00875,0.2,0.7661911111111097,6.516995555555556,0.3914044444444431,0.0300860165286934,0.04082922239209849
0.00875,0.3,0.743235555555557,6.1876177777777785,0.32312444444444255,0.03805496534600468,0.04858206861952335
0.00875,0.4,0.7060622222222235,5.6076,0.24428444444444253,0.05187074254911129,0.055822139165916225
0.00875,0.5,0.6496711111111098,5.034408888888888,0.1610800000000001,0.0714345846645033,0.05642786631993594
0.009,0.1,0.7934977777777785,6.88000888888889,0.43868888888888735,0.025218245409815924,0.03941435090549484
0.009,0.2,0.7644177777777772,6.504613333333334,0.38934666666666784,0.030135334489323637,0.041282248976131336
0.009,0.3,0.7408977777777759,6.178337777777776,0.3207288888888882,0.038950710018587666,0.0495933935229682
0.009,0.4,0.7024533333333327,5.600062222222222,0.243577777777777,0.052858205468726896,0.056667125835289905
0.009,0.5,0.6462355555555543,5.027039999999999,0.16002666666666387,0.07265924379317518,0.057851730099166054
0.00925,0.1,0.7877022222222219,6.856328888888889,0.43280000000000207,0.02423456874965762,0.036418722073757875
0.00925,0.2,0.762075555555557,6.4915288888888885,0.38721333333333163,0.030359578535498918,0.041779472105717044
0.00925,0.3,0.7385866666666652,6.16872888888889,0.3179911111111111,0.03926620435687405,0.04896754148159439
0.00925,0.4,0.7002533333333338,5.594044444444444,0.24284444444444553,0.053702520813830784,0.05753632665443547
0.00925,0.5,0.6437244444444468,5.026231111111111,0.15993333333333304,0.07247990734539565,0.05631025892139122
0.0095,0.1,0.7818355555555545,6.838231111111111,0.43000888888888866,0.02618195426540648,0.04056763770471971
0.0095,0.2,0.7606088888888896,6.480044444444443,0.38510222222222446,0.03166999499934087,0.04368139517925863
0.0095,0.3,0.7362044444444438,6.158986666666666,0.3150799999999987,0.03951544107162827,0.05020490985406797
0.0095,0.4,0.6974444444444439,5.5846133333333325,0.24116888888888743,0.05455193033737745,0.05774005278080063
0.0095,0.5,0.6393644444444457,5.016559999999999,0.15798666666666517,0.07338811212583107,0.055342298207595106
0.00975,0.1,0.7803422222222234,6.823795555555555,0.42713333333333603,0.025093539601867176,0.0368410161206725
0.00975,0.2,0.7594311111111107,6.4684711111111115,0.3829777777777754,0.03220947354712496,0.04326586779400549
0.00975,0.3,0.7337777777777776,6.14775111111111,0.3117244444444456,0.03992799046910795,0.04965076566771486
0.00975,0.4,0.6944355555555548,5.576915555555555,0.23973333333333402,0.05505495432606548,0.05750537344648053
0.00975,0.5,0.6364311111111132,5.015111111111111,0.15787555555555333,0.0738550598146579,0.05744403451383861
0.01,0.1,0.775137777777779,6.8078844444444435,0.4253466666666639,0.027019987221416752,0.04163126654603784
0.01,0.2,0.7551111111111108,6.454266666666666,0.38024444444444416,0.032250675697469554,0.04428202253752768
0.01,0.3,0.7310933333333347,6.13712,0.3083155555555517,0.040078935459057836,0.05071353821900479
0.01,0.4,0.6919911111111099,5.56856,0.23800444444444402,0.05543823970776254,0.058460941451595305
0.01,0.5,0.6345377777777794,5.00688,0.15629333333333495,0.07493324503286182,0.058685732883916576
